achievement-10000001,小小兴趣
achievement-10000883,打工战士之父
achievement-20000883,累计完成融合势力单位峰值解析60次。
achievement-30000883,
achievement-10000884,第一百惑星战役
achievement-20000884,累计完成融合势力单位峰值解析100次。
achievement-30000884,
achievement-10000885,异世界爆肝狂想曲
achievement-20000885,累计完成融合势力单位峰值解析200次。
achievement-30000885,
achievement-10000886,武装炼金
achievement-20000886,累计完成融合势力单位峰值解析300次。
achievement-30000886,
achievement-10000887,真理论破
achievement-20000887,累计完成融合势力单位峰值解析400次。
achievement-30000887,
achievement-10000888,西部神灵
achievement-20000888,累计完成融合势力单位峰值解析500次。
achievement-30000888,
achievement-10000889,初次拥抱
achievement-20000889,首次完成融合势力单位认知灌输。
achievement-30000889,
achievement-10000890,一来牵手
achievement-20000890,累积完成融合势力单位认知灌输10次。
achievement-30000890,
achievement-10000891,二次交流
achievement-20000891,累积完成融合势力单位认知灌输20次。
achievement-30000891,
achievement-10000892,三日危情
achievement-20000892,累积完成融合势力单位认知灌输30次。
achievement-30000892,
achievement-10000893,四月谎言
achievement-20000893,累积完成融合势力单位认知灌输40次。
achievement-30000893,
achievement-10000894,五夜彷徨
achievement-20000894,累积完成融合势力单位认知灌输50次。
achievement-30000894,
achievement-10000895,六度相遇
achievement-20000895,累积完成融合势力单位认知灌输60次。
achievement-30000895,
achievement-10000896,八方连接
achievement-20000896,累积完成融合势力单位认知灌输80次。
achievement-30000896,
achievement-10000897,百年蔷薇
achievement-20000897,累积完成融合势力单位认知灌输100次。
achievement-30000897,
achievement-10000898,补完计划
achievement-20000898,累积完成融合势力单位认知灌输120次。
achievement-30000898,
achievement-10000899,告别战争的第一人
achievement-20000899,累计进行1次融合势力单位拆解。
achievement-30000899,
achievement-10000900,村中升起的第十缕炊烟
achievement-20000900,累计进行10次融合势力单位拆解。
achievement-30000900,
achievement-10000901,和平百日纪念碑
achievement-20000901,累计进行100次融合势力单位拆解。
achievement-30000901,
achievement-10000902,五百人的宴会
achievement-20000902,累计进行500次融合势力单位拆解。
achievement-30000902,
achievement-10000903,第一千只和平鸽
achievement-20000903,累计进行1000次融合势力单位拆解。
achievement-30000903,
achievement-10000904,致五千年前的你
achievement-20000904,累计进行5000次融合势力单位拆解。
achievement-30000904,
achievement-10000905,万众歌颂
achievement-20000905,累计进行10000次融合势力单位拆解。
achievement-30000905,
achievement-10000906,两万次的反战宣言
achievement-20000906,累计进行20000次融合势力单位拆解。
achievement-30000906,
achievement-10000907,五万颗真心
achievement-20000907,累计进行50000次融合势力单位拆解。
achievement-30000907,
achievement-10000908,新文明化石
achievement-20000908,累计进行100000次融合势力单位拆解。
achievement-30000908,
achievement-10000909,初窥门道
achievement-20000909,首次完成融合势力单位技能训练。
achievement-30000909,
achievement-10000910,勤加磨炼
achievement-20000910,累积完成融合势力单位技能训练10次。
achievement-30000910,
achievement-10000911,小有所成
achievement-20000911,累积完成融合势力单位技能训练50次。
achievement-30000911,
achievement-10000912,百炼成钢
achievement-20000912,累积完成融合势力单位技能训练100次。
achievement-30000912,
achievement-10000913,撰写论文
achievement-20000913,累积完成融合势力单位技能训练500次。
achievement-30000913,
achievement-10000914,技巧的指针
achievement-20000914,累积完成融合势力单位技能训练1000次。
achievement-30000914,
achievement-10000915,规律的天平
achievement-20000915,累积完成融合势力单位技能训练2000次。
achievement-30000915,
achievement-10000916,汗水的成果
achievement-20000916,累积完成融合势力单位技能训练5000次。
achievement-30000916,
achievement-10000917,以战证道
achievement-20000917,累积完成融合势力单位技能训练10000次。
achievement-30000917,
achievement-10000918,返璞归真
achievement-20000918,累积完成融合势力单位技能训练20000次。
achievement-30000918,
achievement-10000919,完美潜入·偏振光
achievement-20000919,偏振光-稳泡EX：战斗胜利情况下不进行任何一场战斗。
achievement-30000919,
achievement-10000920,第十一号陌生人
achievement-20000920,开启第11间宿舍。
achievement-30000920,
achievement-10000921,第十二个邻居
achievement-20000921,开启第12间宿舍。
achievement-30000921,
achievement-10000922,第十三天极夜
achievement-20000922,开启第13间宿舍。
achievement-30000922,
achievement-10000923,第十四个迷宫
achievement-20000923,开启第14间宿舍。
achievement-30000923,
achievement-10000925,我的朋友
achievement-20000925,累计完整阅读1个格里芬往事并领取所有奖励。
achievement-30000925,
achievement-10000926,追风筝的人形
achievement-20000926,累计完整阅读2个格里芬往事并领取所有奖励。
achievement-30000926,
achievement-10000927,萤火虫小巷
achievement-20000927,累计完整阅读3个格里芬往事并领取所有奖励。
achievement-30000927,
achievement-10000928,格里芬铁道之夜
achievement-20000928,累计完整阅读5个格里芬往事并领取所有奖励。
achievement-30000928,
achievement-10000929,威尔伯与夏洛
achievement-20000929,累计完整阅读7个格里芬往事并领取所有奖励。
achievement-30000929,
achievement-10000930,朝色
achievement-20000930,累计完整阅读9个格里芬往事并领取所有奖励。
achievement-30000930,
achievement-10000931,花名盛夏
achievement-20000931,累计完整阅读12个格里芬往事并领取所有奖励。
achievement-30000931,
achievement-10000932,捕捉闪耀的瞬间
achievement-20000932,累计完整阅读15个格里芬往事并领取所有奖励。
achievement-30000932,
achievement-10000933,芝华塔尼欧
achievement-20000933,累计完整阅读20个格里芬往事并领取所有奖励。
achievement-30000933,
achievement-10000934,满载色彩的指挥官与人形们
achievement-20000934,累计完整阅读25个格里芬往事并领取所有奖励。
achievement-30000934,
achievement-10000935,嘘，有人在打电动！
achievement-20000935,累计获取内部一览中3个房间家具奖励
achievement-30000935,
achievement-10000936,营养剂！营养剂！
achievement-20000936,累计获取内部一览中6个房间家具奖励
achievement-30000936,
achievement-10000937,敌我同源
achievement-20000937,累计获取内部一览中9个房间家具奖励
achievement-30000937,
achievement-10000938,我们的征途是无边荒土
achievement-20000938,累计获取内部一览中12个房间家具奖励
achievement-30000938,
achievement-10000939,狮鹫的头脑
achievement-20000939,累计获取内部一览中15个房间家具奖励
achievement-30000939,
achievement-10000940,小世界
achievement-20000940,累计获取内部一览中18个房间家具奖励
achievement-30000940,
achievement-10000941,机能至上
achievement-20000941,累计获取内部一览中21个房间家具奖励
achievement-30000941,
achievement-10000942,日光与树影交叠
achievement-20000942,累计获取内部一览中24个房间家具奖励
achievement-30000942,
achievement-10000943,指挥官的奇妙冒险
achievement-20000943,累计获取内部一览中27个房间家具奖励
achievement-30000943,
achievement-10000944,格里芬住宅改造王
achievement-20000944,累计获取内部一览中30个房间家具奖励
achievement-30000944,
achievement-10000945,旋转跳跃我不停歇
achievement-20000945,双联乱数-疾跃天台：火速通关噩梦难度。
achievement-30000945,
achievement-10000946,还是这个人
achievement-20000946,完整浏览双联乱数制作人员名单。
achievement-30000946,
achievement-10000947,细致入微
achievement-20000947,暗金潮-0:05哈德森难民营EX：通过隐藏任务目标获得战役胜利。
achievement-30000947,
achievement-10000948,没时间挠痒了！
achievement-20000948,暗金潮：累计收集破片手雷道具达404个。
achievement-30000948,
achievement-10000949,完美潜入·暗金潮
achievement-20000949,暗金潮-1:10撤离点EX：我方梯队不进行任何一场战斗的情况下战役胜利。
achievement-30000949,
